1778882226.0952,0442,0148,0.0080,9.00,1124.88
1778882226.1032,0442,0140,0.0080,8.00,999.57
1778882226.1112,0442,0131,0.0080,9.00,1125.15
1778882226.1192,0442,0124,0.0080,7.00,873.09
1778882226.1272,0442,0118,0.0080,6.00,750.30
1778882226.1352,0442,0114,0.0080,4.00,501.79
1778882226.1432,0442,0112,0.0081,2.00,248.18
1778882226.1512,0442,0110,0.0079,2.00,251.86
1778882226.1672,0442,0107,0.0080,2.00,251.37
1778882226.1832,0442,0105,0.0160,2.00,124.76
1778882226.1992,0442,0102,0.0080,2.00,250.47
1778882226.2072,0443,0100,0.0080,2.24,278.30
1778882226.2152,0445,0096,0.0080,4.47,560.18
1778882226.2232,0447,0095,0.0080,2.24,280.92
1778882226.2312,0448,0093,0.0080,2.24,278.06
1778882226.2392,0448,0091,0.0080,2.00,251.19
1778882226.2472,0450,0088,0.0080,3.61,449.13
1778882226.2552,0452,0086,0.0080,2.83,353.86
1778882226.2632,0454,0084,0.0080,2.83,353.09
1778882226.2712,0454,0082,0.0080,2.00,250.20
1778882226.2792,0455,0079,0.0080,3.16,394.27
1778882226.2872,0460,0074,0.0080,7.07,889.09
1778882226.2952,0464,0070,0.0080,5.66,703.20
1778882226.3032,0468,0066,0.0080,5.66,708.36
1778882226.3112,0473,0059,0.0080,8.60,1074.28
1778882226.3192,0477,0052,0.0080,8.06,1011.96
1778882226.3272,0482,0046,0.0080,7.81,971.63
1778882226.3352,0484,0042,0.0080,4.47,560.88
1778882226.3432,0488,0035,0.0081,8.06,999.63
1778882226.3513,0490,0031,0.0080,4.47,557.30
1778882226.3593,0492,0027,0.0080,4.47,559.32
1778882226.3672,0494,0023,0.0079,4.47,563.12
1778882226.3752,0496,0021,0.0080,2.83,355.20
1778882226.3833,0496,0019,0.0081,2.00,247.23
1778882228.4392,0496,0026,2.0559,7.00,3.40
1778882228.4471,0496,0038,0.0080,12.00,1504.64
1778882228.4552,0499,0066,0.0080,28.16,3505.14
1778882228.4632,0499,0098,0.0080,32.00,3994.34
1778882228.4712,0503,0134,0.0080,36.22,4521.55
1778882228.4792,0509,0171,0.0080,37.48,4689.81
1778882228.4872,0516,0211,0.0080,40.61,5074.39
1778882228.4952,0526,0244,0.0080,34.48,4298.63
1778882228.5032,0532,0280,0.0080,36.50,4556.83
1778882228.5113,0539,0313,0.0080,33.73,4200.56
1778882228.5192,0549,0345,0.0080,33.53,4196.70
1778882228.5273,0559,0382,0.0081,38.33,4733.31
1778882228.5352,0569,0419,0.0079,38.33,4881.05
1778882228.5432,0575,0459,0.0080,40.45,5051.34
1778882228.5512,0582,0499,0.0080,40.61,5050.76
1778882228.5593,0589,0536,0.0080,37.66,4701.78
1778882228.5672,0592,0568,0.0079,32.14,4046.29
1778882228.5752,0595,0596,0.0080,28.16,3521.02
1778882228.5832,0598,0621,0.0080,25.18,3145.87
1778882228.5912,0601,0637,0.0080,16.28,2034.45
1778882228.5992,0603,0650,0.0080,13.15,1647.92
1778882228.6072,0603,0657,0.0080,7.00,872.59
1778882228.6152,0603,0661,0.0080,4.00,501.85
1778882229.4872,0599,0661,0.0160,4.12,257.63
1778882229.4952,0592,0657,0.0080,8.06,1009.54
1778882229.5033,0585,0652,0.0081,8.60,1062.98
1778882229.5112,0581,0650,0.0080,4.47,562.22
1778882229.5192,0574,0646,0.0080,8.06,1012.78
1778882229.5272,0568,0641,0.0080,7.81,972.04
1778882229.5353,0564,0639,0.0080,4.47,556.72
1778882229.5432,0559,0637,0.0079,5.39,679.25
1778882229.5512,0555,0635,0.0080,4.47,557.88
1778882229.5592,0551,0635,0.0080,4.00,498.22
1778882230.1592,0550,0634,0.6000,1.41,2.36
1778882233.3999,1878,0478,3.2407,1337.13,412.61
1778882233.4073,1874,0478,0.0074,4.00,541.22
1778882233.4152,1871,0478,0.0080,3.00,376.41
1778882233.4232,1867,0478,0.0080,4.00,502.66
1778882233.4312,1858,0478,0.0080,9.00,1119.18
1778882233.4393,1851,0478,0.0081,7.00,868.26
1778882233.4472,1842,0478,0.0079,9.00,1139.62
1778882233.4552,1833,0478,0.0080,9.00,1125.85
1778882233.4633,1818,0476,0.0081,15.13,1875.35
1778882233.4713,1801,0473,0.0081,17.26,2143.68
1778882233.4793,1777,0470,0.0080,24.19,3034.24
1778882233.4872,1748,0464,0.0079,29.61,3733.76
1778882233.4952,1715,0454,0.0080,34.48,4318.40
1778882233.5033,1678,0444,0.0081,38.33,4752.76
1778882233.5112,1628,0437,0.0079,50.49,6372.38
1778882233.5192,1572,0425,0.0080,57.27,7117.64
1778882233.5272,1530,0411,0.0080,44.27,5551.10
1778882233.5353,1487,0396,0.0081,45.54,5648.11
1778882233.5432,1437,0381,0.0080,52.20,6565.58
1778882233.5512,1386,0361,0.0080,54.78,6848.99
1778882233.5593,1331,0332,0.0081,62.18,7705.19
1778882233.5673,1274,0297,0.0080,66.89,8391.87
1778882233.7752,1253,0288,0.2079,22.85,109.88
1778882233.7832,1246,0289,0.0080,7.07,879.78
1778882233.7912,1242,0293,0.0080,5.66,708.26
1778882233.7992,1238,0298,0.0080,6.40,801.16
1778882233.8073,1228,0302,0.0080,10.77,1338.73
1778882233.8152,1211,0308,0.0079,18.03,2274.85
1778882233.8232,1197,0313,0.0081,14.87,1846.12
1778882233.8312,1187,0321,0.0080,12.81,1600.13
1778882233.8393,1180,0328,0.0081,9.90,1221.36
1778882233.8472,1173,0335,0.0079,9.90,1258.80
1778882233.8552,1166,0342,0.0080,9.90,1238.89
1778882233.8632,1161,0356,0.0080,14.87,1846.89
1778882233.8713,1155,0377,0.0080,21.84,2728.94
1778882233.8792,1145,0402,0.0079,26.93,3388.19
1778882233.8873,1139,0431,0.0081,29.61,3674.88
1778882233.8952,1132,0463,0.0079,32.76,4133.32
1778882233.9032,1126,0496,0.0080,33.54,4171.79
1778882233.9112,1119,0528,0.0080,32.76,4098.30
1778882233.9192,1113,0557,0.0080,29.61,3700.61
1778882233.9273,1107,0586,0.0080,29.61,3679.78
1778882233.9352,1100,0610,0.0079,25.00,3147.46
1778882233.9432,1094,0635,0.0080,25.71,3207.09
1778882233.9513,1091,0656,0.0080,21.21,2642.31
1778882233.9592,1088,0673,0.0080,17.26,2164.18
1778882233.9672,1088,0689,0.0080,16.00,2009.61
1778882233.9752,1086,0706,0.0080,17.12,2126.69
1778882233.9833,1086,0722,0.0080,16.00,1997.11
1778882233.9913,1086,0735,0.0080,13.00,1624.83
1778882233.9992,1086,0747,0.0079,12.00,1509.56
1778882234.0073,1086,0759,0.0081,12.00,1489.32
1778882234.0152,1087,0776,0.0079,17.03,2152.82
1778882234.0232,1090,0793,0.0081,17.26,2139.81
1778882234.0312,1090,0809,0.0080,16.00,2003.55
1778882234.0392,1090,0825,0.0080,16.00,2012.38
1778882234.0472,1093,0842,0.0081,17.26,2143.43
1778882234.0553,1096,0859,0.0080,17.26,2148.00
1778882234.0632,1098,0872,0.0080,13.15,1649.60
1778882234.0713,1098,0885,0.0080,13.00,1619.71
1778882234.0792,1098,0901,0.0080,16.00,2008.35
1778882234.0872,1101,0918,0.0080,17.26,2167.23
1778882234.0952,1101,0934,0.0080,16.00,1992.19
1778882234.1033,1101,0954,0.0080,20.00,2491.72
1778882234.1112,1101,0970,0.0080,16.00,2007.80
1778882234.1192,1101,0987,0.0079,17.00,2140.14
1778882234.1272,1101,1003,0.0081,16.00,1986.29
1778882234.1352,1101,1015,0.0080,12.00,1506.35
1778882234.1432,1101,1024,0.0081,9.00,1117.98
1778882234.1512,1101,1031,0.0080,7.00,876.08
1778882234.1673,1101,1035,0.0160,4.00,249.33
1778882234.2552,1101,1038,0.0080,2.00,251.09
1778882234.6392,1100,1034,0.1279,2.24,17.49
1778882234.6472,1099,1032,0.0080,2.24,279.86
1778882234.6553,1092,1023,0.0081,11.40,1413.19
1778882234.6634,1081,1009,0.0081,17.80,2197.56
